scheme_id,scheme_name,min_age,max_age,gender,state,occupation,income_limit,category,education_level,disability_status,marital_status
196,Advance for Purchase or Construction of House (GBOCWWB),18.0,60.0,Any,All India,Worker,,ST,Any,Any,Any
197,Advanced Animal Breeding Scheme (Supply of Breedable Pedigree Murrah Bull on Subsidy),,,Any,Madhya Pradesh,Any,,Any,Any,Any,Any
198,Advocate Grant,,,Male,Kerala,Any,,ST,UG,Any,Any
199,Afforestation Schemes Providing Incentives And Employment To Tribals In Forest,,,Any,Tamil Nadu,Unemployed,,Any,Any,Any,Any
200,Agnipath Yojana,5.0,23.0,Male,All India,Any,,ST,Any,Any,Any
201,Agri-Clinics And Agri-Business Centres Scheme,18.0,60.0,Male,All India,Any,,"SC,ST",PG,Any,Any
202,Agricultural Activities for Persons with Disabilities,14.0,18.0,Male,Haryana,Any,,ST,Any,Yes,Any
203,Agricultural Extension,18.0,60.0,Male,All India,Any,,"SC,ST",PG,Any,Any
204,Agricultural Marketing Infrastructure,,,Any,All India,Any,,SC,Any,Any,Any
205,Agricultural Skill Development Training Programme For Women Farmers And Farmers,,,Female,Gujarat,Farmer,,ST,Any,Any,Any
206,Agriculture Academic Studies Scheme,,,Male,All India,Student,,"SC,ST,OBC",UG,Any,Any
207,Agriculture And Processed Foods Export Promotion Scheme Of APEDA For The 15th Finance Commission Cycle (2021-22 To 2025-26),5.0,,Female,All India,"Farmer,Labor,Entrepreneur",23.0,"SC,ST",Any,Any,Any
208,Agriculture Engineering (Mechanical) Scheme,,,Any,All India,Farmer,,Any,Any,Any,Any
209,Agriculture Information Unit Scheme,,,Any,All India,Farmer,,Any,Any,Any,Any
210,Agriculture Infrastructure Fund,,,Female,All India,Entrepreneur,,"SC,ST",Any,Any,Any
211,Agriculture Research Stations and Laboratories Scheme,,,Male,All India,Farmer,,Any,Any,Any,Any
212,Agroforestry component under RKVY,,,Any,All India,Any,,ST,Any,Any,Any
213,Airavata Scheme,21.0,,Male,Karnataka,Any,500000.0,"SC,ST",Any,Any,Any
214,Akanksha Housing Scheme,,,Male,West Bengal,Any,,"SC,ST",Any,Any,Any
215,Akanksha Scheme,,,Male,Madhya Pradesh,Student,600000.0,"SC,ST",10th,Any,Any
216,AlCTE - Distinguished Professional Scheme,,,Male,All India,Any,,ST,Any,Any,Any
217,Allowance To Dwarf,18.0,,Any,Haryana,Any,,ST,Any,Any,Any
218,Allowance To Eunuchs Scheme,5.0,18.0,Male,Haryana,Any,,ST,Any,Any,Any
219,Allowance for 100% Blind,10.0,,Any,All India,Any,,Any,Any,Any,Any
220,Alpasankhyak Post-Maitrik Chhaatravrtti Yojana,,,Any,Madhya Pradesh,Any,,"ST,MINORITY",Any,Any,Any
221,Alpsankhyak Merit-Cum-Means Chatravriti Yojana,,,Any,Madhya Pradesh,Any,,"SC,ST,MINORITY",Any,Any,Any
222,Alpsankhyak Muslim Parityaqta/Talaqshuda Mahila Sahayata Yojana,18.0,50.0,Female,All India,Any,5.0,"SC,MINORITY",Any,Any,Widowed
223,Amar Fasal Amar Gola,,,Male,West Bengal,Farmer,,"SC,ST",Any,Any,Any
224,Ambedkar DBT Voucher Scheme,,,Male,Rajasthan,Student,,"SC,ST,OBC,EWS",UG,Any,Any
225,Ambedkar Fellowship Scheme,35.0,,Male,Rajasthan,Student,,"SC,ST",UG,Any,Any
226,Amended Technology Upgradation Fund,,,Male,All India,Any,,SC,Any,Any,Any
227,Amma Two Wheeler Scheme for Working Women,18.0,40.0,Female,Tamil Nadu,Any,,"SC,ST",Any,Yes,Widowed
228,Andaman & Nicobar Bed & Breakfast / Home Stay Establishment Scheme,,,Male,All India,Any,,ST,Any,Any,Any
229,Andaman & Nicobar Islands Scheme for Health Insurance,,,Male,All India,Any,300000.0,"SC,ST",Any,Any,Any
230,Anganwadi Workers Welfare Fund,60.0,,Male,All India,Worker,,Any,Any,Any,Any
231,Animal Husbandry,,,Any,Tamil Nadu,Farmer,,Any,Any,Any,Any
232,Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-I,18.0,,Female,All India,Any,,Any,Any,Any,Any
233,Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-II,18.0,,Female,Tamil Nadu,Any,,ST,UG,Any,Any
234,Annal Ambedkar Business Champions Scheme,55.0,,Male,Tamil Nadu,"Entrepreneur,Unemployed",,"SC,ST",Any,Any,Any
235,Annal Gandhi Memorial Award,,,Any,Tamil Nadu,Student,,"SC,ST",Student,Any,Any
236,Annath Pension Yojana (JBOCWWB),18.0,,Any,All India,Worker,,ST,Any,Any,Any
237,Annual Medical Assistance Scheme (BBOCWWB),,,Any,All India,Worker,,ST,Any,Any,Any
238,Annual Tour to the Differently Abled Persons,18.0,50.0,Male,All India,Any,,"SC,ST,EWS",Any,Yes,Any
239,Antarjatiye Vivah Protsahan Anudan Yojana,18.0,21.0,Any,All India,Any,,ST,Any,Any,Any
240,Antayoshti Sahayata Yojana,60.0,,Any,All India,Worker,,ST,Any,Any,Any
241,Antheyesthi Anudan Yojana,,,Male,Rajasthan,Any,,"SC,ST",Any,Any,Any
242,Anti Bird Net,,,Any,Rajasthan,Any,,ST,Any,Any,Any
243,Antim Sans‍kar Yojana ​,,,Male,All India,"Labor,Worker",,ST,Any,Any,Any
244,Antya Sanskar Sahay Yojana,,,Any,All India,Any,,"SC,ST",Any,Any,Any
245,Aponar Apon Ghar,,,Male,All India,Any,,"SC,ST",Any,Any,Any
246,Aravanaippu Illam,20.0,,Any,All India,Any,,Any,Any,Any,Any
247,Arivu Education Loan Scheme,,,Male,All India,Student,,"ST,MINORITY",Student,Any,Any
248,Arka Vertical Garden,,,Any,Kerala,Any,,ST,Any,Any,Any
249,Arogya Lakshmi,,,Female,Telangana,Any,,ST,Any,Any,Any
250,Artificial Limbs and Assistive Devices Supply Scheme,,,Male,All India,Any,,ST,Any,Yes,Any
251,Artificial Limbs/Assistive Equipments Scheme,,,Male,Uttar Pradesh,Student,46080.0,ST,Student,Yes,Any
252,Artisan Promotion,,,Male,All India,Artisan,,"SC,ST,MINORITY",Any,Any,Any
253,Arun Pig Development Scheme,,,Female,All India,Farmer,,"SC,ST",Any,Any,Any
254,Arunachal Pradesh Entrepreneurship Challenge,18.0,,Any,All India,Entrepreneur,,ST,UG,Any,Any
255,Arundhati Gold Scheme,18.0,21.0,Female,All India,Any,500000.0,"SC,ST",Any,Any,Any
256,Asangathit Karmakaar Mrtyu Evan Divyaang Sahaayata Yojana,,,Any,All India,Worker,,"SC,ST",Any,Any,Any
257,Asangathit Karmakaar Silai Machine Sahayata Yojana,,,Female,All India,Labor,,"SC,ST",Any,Any,Any
258,Asangathit Karmakar Gambhir Bimari Chikitsa Sahayata Yojana,,,Any,All India,Worker,,ST,Any,Any,Any
259,Asangathit Karmakar Ke Bachcho Hetu Chhatravriti Yojana,,,Female,All India,"Student,Worker",,"SC,ST",Student,Any,Any
260,Asangathit Karmakar Prasuti Sahayata Yojana,,,Female,All India,Worker,,ST,Any,Any,Any
261,Asangathit Karmakar Samachar-Patr Hawker Cycle Sahayata Yojana,,,Any,All India,Worker,,"SC,ST,EWS",Any,Any,Any
262,Asangathita Shramik Sahayika Prakalpa,60.0,,Male,All India,Worker,10000.0,"SC,ST",Any,Any,Any
263,Ashadeepa Scheme,,,Male,Karnataka,Any,,"SC,ST",Any,Any,Any
264,Ashirwad,18.0,,Female,Punjab,Any,,"SC,ST",Any,Any,Widowed
265,Ashram Schools (Scheduled Tribes),,,Male,Madhya Pradesh,Student,,"SC,ST",Student,Any,Any
266,Ashraya Adhar Scheme,55.0,58.0,Male,All India,Any,,"SC,ST",Any,Any,Any
267,Assam Abhinandan Education Loan Subsidy Scheme,,,Male,All India,Student,,"SC,ST",Student,Any,Any
268,Assam Arogya Nidhi Scheme,,,Male,All India,Any,500000.0,"SC,ST",Any,Any,Any
269,Assam Orunodoi Scheme,35.0,,Female,All India,Any,200000.0,SC,Any,Any,Widowed
270,Assistance For Delivery / Miscarriage Of Pregnancy / Termination Of Pregnancy To Female Differently Abled Person,,,Any,All India,Any,,Any,Any,Yes,Any
271,Assistance For Major Ailments (Karmika Chikitsa Bhagya) (K.B.O.C.W.W.B),18.0,,Male,Karnataka,Worker,,"SC,ST",Any,Any,Any
272,Assistance For Purchase Of Spectacles By A Differently Abled Person,,,Any,All India,Any,,Any,Any,Yes,Any
273,Assistance For Purchase of Aids/Appliances,3.0,,Any,All India,Any,,ST,Any,Yes,Any
274,Assistance On Death Of The Unregistered Worker (HBOCWWB),,,Any,All India,Worker,,ST,Any,Any,Any
275,Assistance Scheme For Construction Worker In Case Of General Or Accidental Death Or Injury,18.0,60.0,Any,Rajasthan,"Labor,Worker",,"SC,ST",Any,Any,Any
276,Assistance Scheme For Reimbursement For Expenditure On Visa By Construction Workers For Employment Abroad,,,Male,Rajasthan,"Labor,Worker",,"SC,ST",Any,Any,Any
277,Assistance Scheme for Handicraft Artisans,,,Male,Kerala,"Entrepreneur,Artisan",,"SC,ST",Any,Any,Any
278,Assistance Scheme for Occupational Diseases (GBOCWWB),,,Any,Gujarat,Worker,,"SC,ST",Any,Yes,Any
279,Assistance Towards Expenses Incurred for Raising of Funds through NSE’s/ BSE’s SME Exchange Platform,,,Male,Rajasthan,Any,,"SC,ST",Any,Any,Any
280,"Assistance for Cattleshed, Gaman, Water Tank and Bucket",,,Male,All India,Farmer,,"SC,ST",Any,Any,Any
281,Assistance for Daughter's Marriage,18.0,,Male,Rajasthan,Any,,"SC,ST",Any,Any,Widowed
282,Assistance for Delivery of a Child or the Miscarriage of Pregnancy or the Termination of Pregnancy,,,Female,All India,Any,,"SC,ST",Any,Any,Any
283,Assistance for Digitization of Business Processes and Adoption of eCommerce,,,Male,Rajasthan,Any,,ST,Any,Any,Any
284,Assistance for Funeral Expenses (O.B.O.C.W.W.B),18.0,60.0,Any,Odisha,Worker,,"SC,ST",Any,Any,Any
285,Assistance for Funeral Rites,,,Any,Tamil Nadu,Any,,"SC,ST",Any,Any,Any
286,Assistance for Installation of Sprinkler / Drip Micro Irrigation Systems,3.0,10.0,Female,All India,Farmer,,"SC,ST",Any,Any,Any
287,Assistance for Marriage,,,Any,All India,Any,,SC,Any,Yes,Any
288,Assistance for Power Driven Chaff Cutter Scheme under Integrated Fodder Development Scheme (General Category),,,Male,Gujarat,Any,,ST,Any,Any,Any
289,Assistance for Power Driven Chaff Cutter Scheme under Scheduled Castes Sub Plan (SC Category),,,Male,Gujarat,Any,,"SC,ST",Any,Any,Any
290,Assistance for Power Driven Chaff Cutter Scheme under Tribal Area Sub Plan (TASP- ST Category),,,Male,Gujarat,Any,,SC,Any,Any,Any
291,Assistance for Power Driven Chaff Cutter scheme,,,Any,All India,Any,,"SC,ST",Any,Any,Any
292,Assistance for Purchase of Bi-cycle (O.B.O.C.W.W.B),18.0,60.0,Any,Odisha,Worker,,"SC,ST",Any,Any,Any
293,Assistance for Purchase of House (HBOCWWB),5.0,60.0,Any,Haryana,Worker,,ST,Any,Any,Any
294,Assistance for Purchase of Safety Equipment (O.B.O.C.W.W.B),18.0,60.0,Any,Odisha,Worker,,"SC,ST",Any,Any,Any
295,Assistance for Purchase of Spectacles - Folk Artists,,,Male,All India,Any,,"SC,ST",Any,Any,Any
296,Assistance for Quality Enhancement,,,Male,Rajasthan,Any,,"SC,ST",Any,Any,Any
297,"Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for General Category (HRT-2)",,,Male,Gujarat,Farmer,,"SC,ST",Any,Any,Any
298,"Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for Scheduled Castes (HRT-4)",,,Male,Gujarat,Farmer,,"SC,ST",Any,Any,Any
299,"Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for Scheduled Tribes (HRT-3)",,,Male,Gujarat,Farmer,,"SC,ST",Any,Any,Any
300,Assistance in Case of Accidents (O.B.O.C.W.W.B),18.0,60.0,Male,Odisha,Worker,,"SC,ST",Any,Yes,Any
301,Assistance of Concentrate Feed After Parturition (General Category),,,Any,All India,Any,,ST,Any,Any,Any
302,Assistance on Death- Haryana Silicosis Board,,,Any,Haryana,Worker,,ST,Any,Any,Widowed
303,Assistance to Farmers to Purchase Heavy Farm Equipment (Tractor),10.0,,Male,Gujarat,Farmer,,ST,Any,Any,Any
304,Assistance to General Farmers for Installation of Submersible / Centrifugal Motor Pumpsets With Accessories,2.0,10.0,Male,All India,Farmer,,"SC,ST",Any,Any,Any
305,Assistance to General Farmers for Sinking Tubewell,2.0,10.0,Male,All India,Farmer,,"SC,ST",Any,Any,Any
306,Assistance to Law Graduates,,,Any,All India,Any,,Any,UG,Yes,Any
307,Assistance to Lawyers for Starting their Practice,5.0,,Any,Tamil Nadu,Unemployed,,ST,Any,Any,Any
308,Assistance to OBM Boat Owner Fishermen on Purchase of Kerosene,,,Any,Gujarat,Any,,ST,Any,Any,Any
309,Assistance to Persons with Disabilities for Purchase/Fitting of Artificial Limbs/Appliances,,,Any,Rajasthan,Any,,ST,Any,Yes,Any
310,Assistance to Scheduled Caste Farmers for Installation of Submersible / Centrifugal Motor Pumpsets With Accessories,2.0,10.0,Male,All India,Farmer,,"SC,ST",Any,Any,Any
311,Assistance to Scheduled Caste Farmers for Sinking Tubewell,2.0,10.0,Male,All India,Farmer,,"SC,ST",Any,Any,Any
312,Assistance to Scheduled Castes for Fisheries,18.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
313,Assistance to Traditional Pottery Makers,,,Male,Kerala,Any,,ST,Any,Any,Any
314,Assistance to Training Institutions Scheme,,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
315,Assistance to Voluntary Organizations Working for Welfare of OBCs,,,Male,All India,Any,,"ST,OBC",Any,Any,Any
316,Assistance under SC/ST Prevention of Atrocities Act,,,Any,All India,Any,,"SC,ST",Any,Any,Any
317,Aswachh Dhandha Chhaatravrtti,,,Any,Madhya Pradesh,Student,,"SC,ST",10th,Any,Any
318,Aswasakiranam,,,Male,All India,Any,,ST,Any,Yes,Any
319,Atal Asra Yojana,,,Any,All India,Any,,"SC,ST",Any,Any,Any
320,Atal Awasiya Vidyala Yojana,1.0,,Female,All India,Worker,,"SC,ST",Any,Any,Any
321,Atal Beemit Vyakti Kalyan Yojana,,,Male,All India,Unemployed,,"SC,ST",Any,Yes,Any
322,Atal Graha Jyoti Yojana,,,Any,Madhya Pradesh,Any,,ST,Any,Any,Any
323,Atal Mission For Rejuvenation And Urban Transformation,,,Any,All India,Any,,SC,Any,Any,Any
324,Atal Pension Yojana,18.0,60.0,Any,All India,Any,,"SC,ST",Any,Any,Any
325,Atal Shresth Shahar Yojna,,,Male,All India,Any,,"SC,ST",Any,Any,Any
326,Atal Sneh Yojana,,,Any,All India,Any,,Any,Any,Any,Any
327,Atma Nirbhar Bagwani Yojana,,,Any,All India,Farmer,,SC,Any,Any,Any
328,Atma Nirbhar Krishi Yojana,,,Female,All India,Farmer,,"SC,ST",Any,Any,Any
329,Attendance Scholarship Scheme for Girl Students with Disabilities of Rural Areas,,,Female,Punjab,Student,,"SC,ST",Student,Yes,Any
330,Aushadhi Avam Sugandhit Fasal Shetra Vistar,,,Any,All India,Farmer,,"SC,ST",Any,Any,Any
331,Award For Meritorious Students Of Meghalaya In The HSSLC Examination (Science Stream),,,Any,All India,Student,,"SC,ST",Student,Any,Any
332,Award Of Incentive For Marriage Between Persons With Benchmark Disabilities & Other Person,18.0,21.0,Male,Odisha,Any,,"SC,ST",Any,Yes,Any
333,Award Of Scholarships To Young Artists In Different Cultural Fields,5.0,25.0,Any,All India,Any,,"SC,ST",UG,Any,Any
334,Award Of Stipend To VJNT And SBC Students Studying In ITI,,,Any,All India,Student,,ST,Student,Any,Any
335,"Award for Success in State Public Service Commission, Union Public Service Commission Examination (MPBOCWWB)",18.0,60.0,Male,Madhya Pradesh,"Labour,Worker",,ST,Any,Any,Any
336,Award of Adhoc Merit Grant (Special Incentive) to Scheduled Caste Students,,,Male,All India,Student,,"SC,ST",10th,Any,Any
337,Award of Attendance Scholarship to Girl Students in the Middle Stage of Education,11.0,14.0,Female,All India,Student,,"SC,ST",Student,Any,Any
338,Award of Opportunity Cost to Parents of Scheduled Caste Girl Students,3.0,,Female,All India,Student,,"SC,ST",Student,Any,Any
339,Award of Post-Matric Scholarship to Scheduled Caste Students,5.0,,Any,All India,Student,,"SC,ST",Student,Any,Any
340,Award of Pre-Matric Scholarship to Other Economically Backward Class (OEBC) Students,,,Any,All India,Any,,ST,Any,Any,Any
341,Award of Pre-matric Scholarship to Scheduled Caste Students Studying from VI to X Standard in Government Schools and Government recognised Private Schools in the Union Territory of Puducherry,,,Female,All India,Student,,"SC,ST",Student,Any,Any
342,Award of Pre-matric Scholarship to the Students Whose Parents Are Engaged in Unclean Occupation,,,Any,All India,Student,,"SC,ST",10th,Any,Any
343,Award of Puducherry State Post-Matric Scholarship Scheme,,,Male,All India,Student,,"SC,ST",10th,Any,Any
344,Award of Puduvai Kalaimamani,5.0,30.0,Male,All India,Any,,"SC,ST",Any,Any,Any
345,Award of Scholarship to Differently Abled Person Students,5.0,,Any,All India,Student,,ST,UG,Yes,Any
346,"Award of Scholarship to the Cadets Belonging to UT of Puducherry and Studying in Rashtriya Indian Military College, Dehradun",5.0,,Any,All India,Any,,ST,Any,Any,Any
347,Award of Scholarship to the Children who are Recipients of National Child Award for Exceptional Achievements and Other National / International Merit Awards,,,Male,All India,Any,,"SC,ST",Any,Any,Any
348,Award of Scholarships to Outstanding NCC Cadets of the UT of Puducherry,,,Female,All India,Any,,"SC,ST",Any,Any,Any
349,"Award of ₹20,000/- to Best Writers",,,Any,Tamil Nadu,Unemployed,,ST,Any,Any,Any
350,Award to Scheduled Castes Students Who Secured Top Ranks at State and District Level in Standard X & XII (Sahuji Maharaj Assistance),,,Any,Gujarat,Student,,"SC,ST",Student,Any,Any
351,"Awarding of Tamil Mamani, Telugu Ratna and Malayala Ratna",5.0,60.0,Male,All India,Any,,Any,Any,Any,Any
352,Awards to Bright Students,,,Female,Tamil Nadu,Student,,ST,10th,Any,Any
353,Awasiya Vidyala Yojana,6.0,14.0,Any,All India,Worker,,ST,Any,Any,Any
354,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,,,Male,All India,"Labour,Worker,Artisan",,"SC,ST",Any,Yes,Any
355,BC & EBC Girls Residential +2 High School,13.0,16.0,Female,All India,Student,,"SC,ST",Student,Any,Any
356,BPL (Below Poverty Line) Student Welfare Scholarship - Technical Education,,,Male,All India,Student,,"SC,ST",Student,Any,Any
357,BPL Scholarship for College Students,,,Male,All India,Student,,"SC,ST",PG,Any,Any
358,BSR Scheme,10.0,10.0,Male,All India,Labor,,"SC,ST",UG,Any,Any
359,Back Ended Interest Subsidy (BEIS),,,Male,All India,Any,,"SC,ST",PG,Any,Any
360,Back-To-Lab Post-Doctoral Fellowship Programme,3.0,40.0,Female,Kerala,Unemployed,,"SC,ST,OBC",PhD,Any,Any
361,Back-to-Lab Research Fellowship Programme,4.0,45.0,Female,Kerala,Unemployed,,"SC,ST",Any,Any,Any
362,Backward Class Students Meritorious Award Scheme,,,Female,Madhya Pradesh,Student,,"SC,ST",10th,Any,Any
363,Backward Classes Foreign Study Scholarship Scheme,2.0,35.0,Any,All India,Student,,"SC,ST",UG,Any,Any
364,Bakri Palan Yojana,,,Male,All India,Any,,"SC,ST",Any,Any,Any
365,Bal Ashrams,,,Male,All India,Worker,,"SC,ST",Any,Any,Any
366,Bal Sakha Yojana,,,Any,All India,Any,,"SC,ST",Any,Any,Any
367,Balika Samrithi Yojana,3.0,,Female,All India,Any,,Any,Any,Any,Any
368,Balri Birth Gift Scheme (P.B.O.C.W.W.B),18.0,60.0,Female,Punjab,Worker,,"SC,ST",Any,Any,Any
369,Banglar Awaas Yojana (BAY),,,Male,All India,Any,,ST,Any,Any,Any
370,"Banglashree for Micro, Small and Medium Enterprises: Interest Subsidy on Term Loan (IS)",,,Male,All India,Any,,ST,Any,Any,Any
371,"Banglashree for Micro, Small and Medium Enterprises: Power Subsidy (PS)",,,Male,All India,Any,,ST,Any,Any,Any
372,"Banglashree for Micro, Small and Medium Enterprises: State Capital Investment Subsidy (CIS)",,,Male,All India,Any,,ST,Any,Any,Any
373,"Banglashree for Micro, Small and Medium Enterprises: Subsidy for Energy Efficiency (EES)",,,Male,All India,Any,,ST,Any,Any,Any
